"","lat","lon","cellNumber","Data","Cobertura","Obs","Municipio","Bioma","Estado","Fonte","LCI","PVI","Ano","Forrageira","Manejo","Cultivo","Solo","Foto","Condicao"
"12163",-49.474139,-17.532917,235472484,"2010/11/16","Pastagem","Pastagem de Brachiaria velha, reformada com semente. Coleta em 16.11.2010 às 17:00","PONTALINA","Cerrado","GO","Embrapa",0.60965354245,0.21209754521,2010,"Brachiaria","Reforma com semente",NA,"Latossolo Vermelho-Amarelo",NA,NA
"12164",-49.474139,-17.532917,235472484,"2010/11/16","Pastagem","Pastagem de Brachiaria velha, reformada com semente. Coleta em 16.11.2010 às 17:00","PONTALINA","Cerrado","GO","Embrapa",0.60965354245,0.21209754521,2010,"Brachiaria","Reforma com semente",NA,"Latossolo Vermelho-Amarelo",NA,NA
"12165",-49.474139,-17.532917,235472484,"2010/11/16","Pastagem","Pastagem de Brachiaria velha, reformada com semente. Coleta em 16.11.2010 às 17:00","PONTALINA","Cerrado","GO","Embrapa",0.60965354245,0.21209754521,2010,"Brachiaria","Reforma com semente",NA,"Latossolo Vermelho-Amarelo",NA,NA
"12170",-51.260333,-17.817083,238408142,"2010/11/17","Pastagem","Pastagem de Brachiaria com 4  a 5 anos em estado de degradação média. Gado de leite. Coleta em 17.11.2010 às 10:45 hs. Contato Júlia (64 9626-1878).","RIO VERDE","Cerrado","GO","Embrapa",0.43157321399,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho-Amarelo",NA,"Degradação média"
"12171",-51.260333,-17.817083,238408142,"2010/11/17","Pastagem","Pastagem de Brachiaria com 4  a 5 anos em estado de degradação média. Gado de leite. Coleta em 17.11.2010 às 10:45 hs. Contato Júlia (64 9626-1878).","RIO VERDE","Cerrado","GO","Embrapa",0.43157321399,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho-Amarelo",NA,"Degradação média"
"12172",-51.260333,-17.817083,238408142,"2010/11/17","Pastagem","Pastagem de Brachiaria com 4  a 5 anos em estado de degradação média. Gado de leite. Coleta em 17.11.2010 às 10:45 hs. Contato Júlia (64 9626-1878).","RIO VERDE","Cerrado","GO","Embrapa",0.43157321399,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho-Amarelo",NA,"Degradação média"
"12173",-51.260333,-17.817083,238408142,"2010/11/17","Pastagem","Pastagem de Brachiaria com 4  a 5 anos em estado de degradação média. Gado de leite. Coleta em 17.11.2010 às 10:45 hs. Contato Júlia (64 9626-1878).","RIO VERDE","Cerrado","GO","Embrapa",0.43157321399,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho-Amarelo",NA,"Degradação média"
"12178",-52.432778,-17.605222,236226790,"2010/11/17","Pastagem","Coleta em 17.11.2010 às 14:33 hs.","MINEIROS","Cerrado","GO","Embrapa",0.68672933947,0.56378750469,2010,"Panicum sp.",NA,NA,"Neossolo Quartzarênico",NA,"Bem degradada"
"12179",-52.432778,-17.605222,236226790,"2010/11/17","Pastagem","Coleta em 17.11.2010 às 14:33 hs.","MINEIROS","Cerrado","GO","Embrapa",0.68672933947,0.56378750469,2010,"Panicum sp.",NA,NA,"Neossolo Quartzarênico",NA,"Bem degradada"
"12180",-52.432778,-17.605222,236226790,"2010/11/17","Pastagem","Coleta em 17.11.2010 às 14:33 hs.","MINEIROS","Cerrado","GO","Embrapa",0.68672933947,0.56378750469,2010,"Panicum sp.",NA,NA,"Neossolo Quartzarênico",NA,"Bem degradada"
"12181",-52.432778,-17.605222,236226790,"2010/11/17","Pastagem","Coleta em 17.11.2010 às 14:33 hs.","MINEIROS","Cerrado","GO","Embrapa",0.68672933947,0.56378750469,2010,"Panicum sp.",NA,NA,"Neossolo Quartzarênico",NA,"Bem degradada"
"12186",-51.883972,-17.380778,233895116,"2010/11/18","Pastagem","Área com gado leiteiro holandês, aparentemente de boa fertilidade. Pastagem do tipo Panicum. Coleta em 18.11.2010 às 9:00 hs.","JATAÍ","Cerrado","GO","Embrapa",0.94299927121,0,2010,"Panicum sp.",NA,NA,NA,NA,NA
"12187",-51.883972,-17.380778,233895116,"2010/11/18","Pastagem","Área com gado leiteiro holandês, aparentemente de boa fertilidade. Pastagem do tipo Panicum. Coleta em 18.11.2010 às 9:00 hs.","JATAÍ","Cerrado","GO","Embrapa",0.94299927121,0,2010,"Panicum sp.",NA,NA,NA,NA,NA
"12188",-51.883972,-17.380778,233895116,"2010/11/18","Pastagem","Área com gado leiteiro holandês, aparentemente de boa fertilidade. Pastagem do tipo Panicum. Coleta em 18.11.2010 às 9:00 hs.","JATAÍ","Cerrado","GO","Embrapa",0.94299927121,0,2010,"Panicum sp.",NA,NA,NA,NA,NA
"12189",-51.883972,-17.380778,233895116,"2010/11/18","Pastagem","Área com gado leiteiro holandês, aparentemente de boa fertilidade. Pastagem do tipo Panicum. Coleta em 18.11.2010 às 9:00 hs.","JATAÍ","Cerrado","GO","Embrapa",0.94299927121,0,2010,"Panicum sp.",NA,NA,NA,NA,NA
"12190",-51.724056,-16.612056,225970928,"2010/11/18","Pastagem",NA,"PIRANHAS","Cerrado","GO","Embrapa",0.45742112068,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12191",-51.724056,-16.612056,225970928,"2010/11/18","Pastagem",NA,"PIRANHAS","Cerrado","GO","Embrapa",0.45742112068,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12192",-51.724056,-16.612056,225970928,"2010/11/18","Pastagem",NA,"PIRANHAS","Cerrado","GO","Embrapa",0.45742112068,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12193",-51.724056,-16.612056,225970928,"2010/11/18","Pastagem",NA,"PIRANHAS","Cerrado","GO","Embrapa",0.45742112068,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12194",-52.17,-16.08275,220507939,"2010/11/18","Pastagem","Coleta em 18.11.2010 às 12:42 hs.","BOM JARDIM DE GOIÁS","Cerrado","GO","Embrapa",0.40235292678,0.40354040502,2010,"Brachiaria",NA,NA,NA,NA,"Inicio de degradação"
"12195",-52.17,-16.08275,220507939,"2010/11/18","Pastagem","Coleta em 18.11.2010 às 12:42 hs.","BOM JARDIM DE GOIÁS","Cerrado","GO","Embrapa",0.40235292678,0.40354040502,2010,"Brachiaria",NA,NA,NA,NA,"Inicio de degradação"
"12196",-52.17,-16.08275,220507939,"2010/11/18","Pastagem","Coleta em 18.11.2010 às 12:42 hs.","BOM JARDIM DE GOIÁS","Cerrado","GO","Embrapa",0.40235292678,0.40354040502,2010,"Brachiaria",NA,NA,NA,NA,"Inicio de degradação"
"12197",-52.17,-16.08275,220507939,"2010/11/18","Pastagem","Coleta em 18.11.2010 às 12:42 hs.","BOM JARDIM DE GOIÁS","Cerrado","GO","Embrapa",0.40235292678,0.40354040502,2010,"Brachiaria",NA,NA,NA,NA,"Inicio de degradação"
"12198",-52.302111,-15.812194,217700916,"2010/11/18","Pastagem","Gado de corte","BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.52940743287,0.64266989794,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12199",-52.302111,-15.812194,217700916,"2010/11/18","Pastagem","Gado de corte","BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.52940743287,0.64266989794,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12200",-52.302111,-15.812194,217700916,"2010/11/18","Pastagem","Gado de corte","BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.52940743287,0.64266989794,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12201",-52.302111,-15.812194,217700916,"2010/11/18","Pastagem","Gado de corte","BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.52940743287,0.64266989794,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12202",-52.201444,-15.448028,213943956,"2010/11/18","Pastagem",NA,"BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.60373334327,0.29846111442,2010,"Brachiaria",NA,NA,"Latossolo Amarelo",NA,"Degradada (50% de solo exposto)"
"12203",-52.201444,-15.448028,213943956,"2010/11/18","Pastagem",NA,"BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.60373334327,0.29846111442,2010,"Brachiaria",NA,NA,"Latossolo Amarelo",NA,"Degradada (50% de solo exposto)"
"12204",-52.201444,-15.448028,213943956,"2010/11/18","Pastagem",NA,"BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.60373334327,0.29846111442,2010,"Brachiaria",NA,NA,"Latossolo Amarelo",NA,"Degradada (50% de solo exposto)"
"12205",-52.201444,-15.448028,213943956,"2010/11/18","Pastagem",NA,"BARRA DO GARÇAS","Cerrado","MT","Embrapa",0.60373334327,0.29846111442,2010,"Brachiaria",NA,NA,"Latossolo Amarelo",NA,"Degradada (50% de solo exposto)"
"12206",-51.397944,-15.924583,218867316,"2010/11/19","Pastagem","Pastagem de Brachiaria com 18-19 anos (nunca reformada). Fazenda de 100 alqueires. Cria, recria e engorda de gado de corte. Coleta em 19.11.2010 às 09:00 hs. Duas fotos.","MONTES CLAROS DE GOIÁS","Cerrado","GO","Embrapa",0.52683850818,0.36988659942,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,NA
"12207",-51.397944,-15.924583,218867316,"2010/11/19","Pastagem","Pastagem de Brachiaria com 18-19 anos (nunca reformada). Fazenda de 100 alqueires. Cria, recria e engorda de gado de corte. Coleta em 19.11.2010 às 09:00 hs. Duas fotos.","MONTES CLAROS DE GOIÁS","Cerrado","GO","Embrapa",0.52683850818,0.36988659942,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,NA
"12208",-51.397944,-15.924583,218867316,"2010/11/19","Pastagem","Pastagem de Brachiaria com 18-19 anos (nunca reformada). Fazenda de 100 alqueires. Cria, recria e engorda de gado de corte. Coleta em 19.11.2010 às 09:00 hs. Duas fotos.","MONTES CLAROS DE GOIÁS","Cerrado","GO","Embrapa",0.52683850818,0.36988659942,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,NA
"12209",-51.397944,-15.924583,218867316,"2010/11/19","Pastagem","Pastagem de Brachiaria com 18-19 anos (nunca reformada). Fazenda de 100 alqueires. Cria, recria e engorda de gado de corte. Coleta em 19.11.2010 às 09:00 hs. Duas fotos.","MONTES CLAROS DE GOIÁS","Cerrado","GO","Embrapa",0.52683850818,0.36988659942,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,NA
"12210",-50.457639,-15.895611,218565478,"2010/11/19","Pastagem","Fazenda de 800 alqueires. Gado cria, recria. Pastagem de Brachiária com 14-15 anos em excelente estado. Área com Bacupari e Gueroba. Fazenda do Uvá (Retiro 1). Proprietário Noberto R. M. Neto. Goiás Velho. Coleta em 19.11.2010 às 11:30 h","GOIÁS","Cerrado","GO","Embrapa",0.82794539039,0.6180203262,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12211",-50.457639,-15.895611,218565478,"2010/11/19","Pastagem","Fazenda de 800 alqueires. Gado cria, recria. Pastagem de Brachiária com 14-15 anos em excelente estado. Área com Bacupari e Gueroba. Fazenda do Uvá (Retiro 1). Proprietário Noberto R. M. Neto. Goiás Velho. Coleta em 19.11.2010 às 11:30 h","GOIÁS","Cerrado","GO","Embrapa",0.82794539039,0.6180203262,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12212",-50.457639,-15.895611,218565478,"2010/11/19","Pastagem","Fazenda de 800 alqueires. Gado cria, recria. Pastagem de Brachiária com 14-15 anos em excelente estado. Área com Bacupari e Gueroba. Fazenda do Uvá (Retiro 1). Proprietário Noberto R. M. Neto. Goiás Velho. Coleta em 19.11.2010 às 11:30 h","GOIÁS","Cerrado","GO","Embrapa",0.82794539039,0.6180203262,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12213",-50.457639,-15.895611,218565478,"2010/11/19","Pastagem","Fazenda de 800 alqueires. Gado cria, recria. Pastagem de Brachiária com 14-15 anos em excelente estado. Área com Bacupari e Gueroba. Fazenda do Uvá (Retiro 1). Proprietário Noberto R. M. Neto. Goiás Velho. Coleta em 19.11.2010 às 11:30 h","GOIÁS","Cerrado","GO","Embrapa",0.82794539039,0.6180203262,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12218",-50.485444,-14.526806,204444297,"2010/11/19","Pastagem","Coleta em 19.11.2010 às 15:30 hs.","NOVA CRIXÁS","Cerrado","GO","Embrapa",0.4001418347,0.2468014116,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12219",-50.485444,-14.526806,204444297,"2010/11/19","Pastagem","Coleta em 19.11.2010 às 15:30 hs.","NOVA CRIXÁS","Cerrado","GO","Embrapa",0.4001418347,0.2468014116,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12220",-50.485444,-14.526806,204444297,"2010/11/19","Pastagem",NA,"NOVA CRIXÁS","Cerrado","GO","Embrapa",0.4001418347,0.2468014116,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Pastagem em bom estado"
"12221",-50.485444,-14.526806,204444297,"2010/11/19","Pastagem","Coleta em 19.11.2010 às 15:30 hs.","NOVA CRIXÁS","Cerrado","GO","Embrapa",0.4001418347,0.2468014116,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Em bom estado"
"12222",-50.33925,-13.779611,196714431,"2010/11/19","Pastagem",NA,"MUNDO NOVO","Cerrado","GO","Embrapa",0.4433069622,0.44019442251,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12223",-50.33925,-13.779611,196714431,"2010/11/19","Pastagem",NA,"MUNDO NOVO","Cerrado","GO","Embrapa",0.4433069622,0.44019442251,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12224",-50.33925,-13.779611,196714431,"2010/11/19","Pastagem",NA,"MUNDO NOVO","Cerrado","GO","Embrapa",0.4433069622,0.44019442251,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12225",-50.33925,-13.779611,196714431,"2010/11/19","Pastagem",NA,"MUNDO NOVO","Cerrado","GO","Embrapa",0.4433069622,0.44019442251,2010,"Brachiaria",NA,NA,"Gleissolo",NA,NA
"12226",-49.917528,-13.260944,191359816,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 7:30 hs.","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","Embrapa",0.33170350398,0.19921860963,2010,"Andropogon",NA,NA,"Plintossolo",NA,"Em bom estado"
"12227",-49.917528,-13.260944,191359816,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 7:30 hs.","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","Embrapa",0.33170350398,0.19921860963,2010,"Andropogon",NA,NA,"Plintossolo",NA,"Em bom estado"
"12228",-49.917528,-13.260944,191359816,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 7:30 hs.","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","Embrapa",0.33170350398,0.19921860963,2010,"Andropogon",NA,NA,"Plintossolo",NA,"Em bom estado"
"12229",-49.917528,-13.260944,191359816,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 7:30 hs.","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","Embrapa",0.33170350398,0.19921860963,2010,"Andropogon",NA,NA,"Plintossolo",NA,"Em bom estado"
"12230",-49.119917,-13.514944,193994422,"2010/11/20","Pastagem","Existências de pequenos calhaus, aparentemente transportados.  A quarta camada de solo teve que ser retirada em outro local distante 6 metros do primeiro devido ao aumento de calhaus que","PORANGATU","Cerrado","GO","Embrapa",0.57673418988,0.40168724355,2010,"Andropogon",NA,NA,NA,NA,"Em bom estado"
"12231",-49.119917,-13.514944,193994422,"2010/11/20","Pastagem","Existências de pequenos calhaus, aparentemente transportados.  A quarta camada de solo teve que ser retirada em outro local distante 6 metros do primeiro devido ao aumento de calhaus que","PORANGATU","Cerrado","GO","Embrapa",0.57673418988,0.40168724355,2010,"Andropogon",NA,NA,NA,NA,"Em bom estado"
"12232",-49.119917,-13.514944,193994422,"2010/11/20","Pastagem","Existências de pequenos calhaus, aparentemente transportados.  A quarta camada de solo teve que ser retirada em outro local distante 6 metros do primeiro devido ao aumento de calhaus que","PORANGATU","Cerrado","GO","Embrapa",0.57673418988,0.40168724355,2010,"Andropogon",NA,NA,NA,NA,"Em bom estado"
"12233",-49.119917,-13.514944,193994422,"2010/11/20","Pastagem","Existências de pequenos calhaus, aparentemente transportados.  A quarta camada de solo teve que ser retirada em outro local distante 6 metros do primeiro devido ao aumento de calhaus que","PORANGATU","Cerrado","GO","Embrapa",0.57673418988,0.40168724355,2010,"Andropogon",NA,NA,NA,NA,"Em bom estado"
"12234",-49.157583,-14.3695,202803940,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 11:30 hs. Duas Fotos.","CAMPINORTE","Cerrado","GO","Embrapa",0.28019661917,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"Degradada"
"12235",-49.157583,-14.3695,202803940,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 11:30 hs. Duas Fotos.","CAMPINORTE","Cerrado","GO","Embrapa",0.28019661917,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"Degradada"
"12236",-49.157583,-14.3695,202803940,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 11:30 hs. Duas Fotos.","CAMPINORTE","Cerrado","GO","Embrapa",0.28019661917,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"Degradada"
"12237",-49.157583,-14.3695,202803940,"2010/11/20","Pastagem","Coleta em 20.11.2010 às 11:30 hs. Duas Fotos.","CAMPINORTE","Cerrado","GO","Embrapa",0.28019661917,0,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"Degradada"
"12238",-49.500417,-15.460056,214074800,"2010/11/20","Pastagem",NA,"RIANÁPOLIS","Cerrado","GO","Embrapa",0.40476248247,0.59860034302,2010,"Brachiaria",NA,NA,"Gleissolo",NA,"30% degradada"
"12239",-49.500417,-15.460056,214074800,"2010/11/20","Pastagem",NA,"RIANÁPOLIS","Cerrado","GO","Embrapa",0.40476248247,0.59860034302,2010,"Brachiaria",NA,NA,"Gleissolo",NA,"30% degradada"
"12240",-49.500417,-15.460056,214074800,"2010/11/20","Pastagem",NA,"RIANÁPOLIS","Cerrado","GO","Embrapa",0.40476248247,0.59860034302,2010,"Brachiaria",NA,NA,"Gleissolo",NA,"30% degradada"
"12241",-49.500417,-15.460056,214074800,"2010/11/20","Pastagem",NA,"RIANÁPOLIS","Cerrado","GO","Embrapa",0.40476248247,0.59860034302,2010,"Brachiaria",NA,NA,"Gleissolo",NA,"30% degradada"
"12242",-49.064833,-16.019167,219840072,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 8:50 hs","PIRENÓPOLIS","Cerrado","GO","Embrapa",0.70978602633,0.26482975595,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"O solo bem compactado"
"12243",-49.064833,-16.019167,219840072,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 8:50 hs","PIRENÓPOLIS","Cerrado","GO","Embrapa",0.70978602633,0.26482975595,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"O solo bem compactado"
"12244",-49.064833,-16.019167,219840072,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 8:50 hs","PIRENÓPOLIS","Cerrado","GO","Embrapa",0.70978602633,0.26482975595,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"O solo bem compactado"
"12245",-49.064833,-16.019167,219840072,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 8:50 hs","PIRENÓPOLIS","Cerrado","GO","Embrapa",0.70978602633,0.26482975595,2010,"Brachiaria",NA,NA,"Latossolo Vermelho",NA,"O solo bem compactado"
"12246",-48.698972,-15.762306,217184431,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 10:30 hs.","COCALZINHO DE GOIÁS","Cerrado","GO","Embrapa",0.70088335193,0.25342641404,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Sem degradação"
"12247",-48.698972,-15.762306,217184431,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 10:30 hs.","COCALZINHO DE GOIÁS","Cerrado","GO","Embrapa",0.70088335193,0.25342641404,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Sem degradação"
"12248",-48.698972,-15.762306,217184431,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 10:30 hs.","COCALZINHO DE GOIÁS","Cerrado","GO","Embrapa",0.70088335193,0.25342641404,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Sem degradação"
"12249",-48.698972,-15.762306,217184431,"2010/11/21","Pastagem","Coleta em 21.11.2010 às 10:30 hs.","COCALZINHO DE GOIÁS","Cerrado","GO","Embrapa",0.70088335193,0.25342641404,2010,"Brachiaria",NA,NA,"Plintossolo",NA,"Sem degradação"
"12258",-53.552694,-26.285083,325833054,"2010/11/19","Pastagem","Terreno montanhoso. Coleta em 19.11.2010. Proprietário Remi Brandt (tripigs@bol.com.br). Foto 350-366","BARRACÃO","Mata Atlântica","PR","Embrapa",0.9828799648,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12259",-53.552694,-26.285083,325833054,"2010/11/19","Pastagem","Terreno montanhoso. Coleta em 19.11.2010. Proprietário Remi Brandt (tripigs@bol.com.br). Foto 350-366","BARRACÃO","Mata Atlântica","PR","Embrapa",0.9828799648,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12260",-53.552694,-26.285083,325833054,"2010/11/19","Pastagem","Terreno montanhoso. Coleta em 19.11.2010. Proprietário Remi Brandt (tripigs@bol.com.br). Foto 350-366","BARRACÃO","Mata Atlântica","PR","Embrapa",0.9828799648,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12261",-53.552694,-26.285083,325833054,"2010/11/19","Pastagem","Terreno montanhoso. Coleta em 19.11.2010. Proprietário Remi Brandt (tripigs@bol.com.br). Foto 350-366","BARRACÃO","Mata Atlântica","PR","Embrapa",0.9828799648,0,2010,"Brachiaria",NA,NA,NA,NA,NA
"12262",-52.983472,-26.736472,330497198,"2010/11/20","Pastagem","Área total da fazenda 300ha. Pastagem com Tifton e graminea africana de 7 anos. Adubação feita com esterco suíno. Proprietários Edi e Paulo Magrin (ednapmagrin@hotmail.com). Coleta em 20.11.2010. Fotos 379-400","SERRA ALTA","Mata Atlântica","SC","Embrapa",0.55304693119,0,2010,"Tifton",NA,NA,NA,NA,NA
"12263",-52.983472,-26.736472,330497198,"2010/11/20","Pastagem","Área total da fazenda 300ha. Pastagem com Tifton e graminea africana de 7 anos. Adubação feita com esterco suíno. Proprietários Edi e Paulo Magrin (ednapmagrin@hotmail.com). Coleta em 20.11.2010. Fotos 379-400","SERRA ALTA","Mata Atlântica","SC","Embrapa",0.55304693119,0,2010,"Tifton",NA,NA,NA,NA,NA
"12264",-52.983472,-26.736472,330497198,"2010/11/20","Pastagem","Área total da fazenda 300ha. Pastagem com Tifton e graminea africana de 7 anos. Adubação feita com esterco suíno. Proprietários Edi e Paulo Magrin (ednapmagrin@hotmail.com). Coleta em 20.11.2010. Fotos 379-400","SERRA ALTA","Mata Atlântica","SC","Embrapa",0.55304693119,0,2010,"Tifton",NA,NA,NA,NA,NA
"12265",-52.983472,-26.736472,330497198,"2010/11/20","Pastagem","Área total da fazenda 300ha. Pastagem com Tifton e graminea africana de 7 anos. Adubação feita com esterco suíno. Proprietários Edi e Paulo Magrin (ednapmagrin@hotmail.com). Coleta em 20.11.2010. Fotos 379-400","SERRA ALTA","Mata Atlântica","SC","Embrapa",0.55304693119,0,2010,"Tifton",NA,NA,NA,NA,NA
"12266",-52.249639,-27.164694,334923909,"2010/11/20","Pastagem","Pequena propriedade. Terreno montanhoso e solo pedregoso. Pastagem com Tifton. Coleta em 20.11.2010. Fotos 428-436 (tatiana.kobs@hotmail.com ou tatiana.kobs@gmail.com)","SEARA","Mata Atlântica","SC","Embrapa",0.81409291291,0.84645128458,2010,"Tifton",NA,NA,NA,NA,NA
"12267",-52.249639,-27.164694,334923909,"2010/11/20","Pastagem","Pequena propriedade. Terreno montanhoso e solo pedregoso. Pastagem com Tifton. Coleta em 20.11.2010. Fotos 428-436 (tatiana.kobs@hotmail.com ou tatiana.kobs@gmail.com)","SEARA","Mata Atlântica","SC","Embrapa",0.81409291291,0.84645128458,2010,"Tifton",NA,NA,NA,NA,NA
"12268",-52.249639,-27.164694,334923909,"2010/11/20","Pastagem","Pequena propriedade. Terreno montanhoso e solo pedregoso. Pastagem com Tifton. Coleta em 20.11.2010. Fotos 428-436 (tatiana.kobs@hotmail.com ou tatiana.kobs@gmail.com)","SEARA","Mata Atlântica","SC","Embrapa",0.81409291291,0.84645128458,2010,"Tifton",NA,NA,NA,NA,NA
"12269",-52.249639,-27.164694,334923909,"2010/11/20","Pastagem","Pequena propriedade. Terreno montanhoso e solo pedregoso. Pastagem com Tifton. Coleta em 20.11.2010. Fotos 428-436 (tatiana.kobs@hotmail.com ou tatiana.kobs@gmail.com)","SEARA","Mata Atlântica","SC","Embrapa",0.81409291291,0.84645128458,2010,"Tifton",NA,NA,NA,NA,NA
"12278",-52.464528,-29.691444,361006942,"2010/11/21","Pastagem","Coleta em 21.11.2010.","SANTA CRUZ DO SUL","Mata Atlântica","RS","Embrapa",0.46414679132,0.83999844403,2010,"Nativa",NA,NA,NA,NA,NA
"12279",-52.464528,-29.691444,361006942,"2010/11/21","Pastagem","Coleta em 21.11.2010.","SANTA CRUZ DO SUL","Mata Atlântica","RS","Embrapa",0.46414679132,0.83999844403,2010,"Nativa",NA,NA,NA,NA,NA
"12280",-52.464528,-29.691444,361006942,"2010/11/21","Pastagem","Coleta em 21.11.2010.","SANTA CRUZ DO SUL","Mata Atlântica","RS","Embrapa",0.46414679132,0.83999844403,2010,"Nativa",NA,NA,NA,NA,NA
"12281",-52.464528,-29.691444,361006942,"2010/11/21","Pastagem","Coleta em 21.11.2010.","SANTA CRUZ DO SUL","Mata Atlântica","RS","Embrapa",0.46414679132,0.83999844403,2010,"Nativa",NA,NA,NA,NA,NA
"12282",-52.493556,-30.473528,369082336,"2010/11/22","Pastagem","Pastagem com graminea nativa, terreno com declividade e alta porcentagem de plantas daninhas.","ENCRUZILHADA DO SUL","Pampa","RS","Embrapa",0.87106227577,0.6837295723,2010,"Nativa",NA,NA,NA,NA,"Alta porcentagem de plantas daninhas."
"12283",-52.493556,-30.473528,369082336,"2010/11/22","Pastagem","Pastagem com graminea nativa, terreno com declividade e alta porcentagem de plantas daninhas.","ENCRUZILHADA DO SUL","Pampa","RS","Embrapa",0.87106227577,0.6837295723,2010,"Nativa",NA,NA,NA,NA,"Alta porcentagem de plantas daninhas."
"12284",-52.493556,-30.473528,369082336,"2010/11/22","Pastagem","Pastagem com graminea nativa, terreno com declividade e alta porcentagem de plantas daninhas.","ENCRUZILHADA DO SUL","Pampa","RS","Embrapa",0.87106227577,0.6837295723,2010,"Nativa",NA,NA,NA,NA,"Alta porcentagem de plantas daninhas."
"12285",-52.493556,-30.473528,369082336,"2010/11/22","Pastagem","Pastagem com graminea nativa, terreno com declividade e alta porcentagem de plantas daninhas.","ENCRUZILHADA DO SUL","Pampa","RS","Embrapa",0.87106227577,0.6837295723,2010,"Nativa",NA,NA,NA,NA,"Alta porcentagem de plantas daninhas."
"12286",-52.644,-31.482472,379489609,"2010/11/22","Pastagem","Área da propriedade de 35ha. Pastagem com graminea nativa, terreno com baixa declividade.","CANGUÇU","Pampa","RS","Embrapa",0.70844574314,0,2010,"Nativa",NA,NA,NA,NA,NA
"12287",-52.644,-31.482472,379489609,"2010/11/22","Pastagem","Área da propriedade de 35ha. Pastagem com graminea nativa, terreno com baixa declividade.","CANGUÇU","Pampa","RS","Embrapa",0.70844574314,0,2010,"Nativa",NA,NA,NA,NA,NA
